"id","activity_hour","calories","total_intensity","average_intensity","step_total","intensity_level"
"2347167796","2016-04-21 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-21 04:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-21 05:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-21 06:00:00",69,5,"0.083333",141,"Nothing"
"2347167796","2016-04-21 07:00:00",82,13,"0.216667",257,"Nothing"
"2347167796","2016-04-21 08:00:00",119,24,"0.4",909,"Nothing"
"2347167796","2016-04-21 09:00:00",63,2,"0.033333",19,"Nothing"
"2347167796","2016-04-21 10:00:00",75,10,"0.166667",128,"Nothing"
"2347167796","2016-04-21 11:00:00",76,11,"0.183333",140,"Nothing"
"2347167796","2016-04-22 00:00:00",57,21,"0.35",735,"Nothing"
"2347167796","2016-04-21 13:00:00",82,13,"0.216667",232,"Nothing"
"2347167796","2016-04-21 14:00:00",94,20,"0.333333",254,"Nothing"
"2347167796","2016-04-21 15:00:00",75,9,"0.15",89,"Nothing"
"2347167796","2016-04-21 16:00:00",72,8,"0.133333",91,"Nothing"
"2347167796","2016-04-21 17:00:00",67,5,"0.083333",46,"Nothing"
"2347167796","2016-04-21 18:00:00",134,29,"0.483333",1361,"Nothing"
"2347167796","2016-04-21 19:00:00",89,18,"0.3",294,"Nothing"
"2347167796","2016-04-21 20:00:00",153,47,"0.783333",1880,"Just Noticeable"
"2347167796","2016-04-21 21:00:00",230,88,"1.466667",3410,"Very Light"
"2347167796","2016-04-21 22:00:00",65,4,"0.066667",80,"Nothing"
"2347167796","2016-04-21 23:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-22 12:00:00",89,0,"0",0,"Nothing"
"2347167796","2016-04-22 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-22 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-22 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-22 04:00:00",62,4,"0.066667",38,"Nothing"
"2347167796","2016-04-22 05:00:00",58,1,"0.016667",10,"Nothing"
"2347167796","2016-04-22 06:00:00",59,1,"0.016667",13,"Nothing"
"2347167796","2016-04-22 07:00:00",255,95,"1.583333",3724,"Very Light"
"2347167796","2016-04-22 08:00:00",112,22,"0.366667",879,"Nothing"
"2347167796","2016-04-22 09:00:00",67,5,"0.083333",41,"Nothing"
"2347167796","2016-04-22 10:00:00",70,7,"0.116667",74,"Nothing"
"2347167796","2016-04-22 11:00:00",73,7,"0.116667",61,"Nothing"
"2347167796","2016-04-23 00:00:00",57,18,"0.3",276,"Nothing"
"2347167796","2016-04-22 13:00:00",96,21,"0.35",411,"Nothing"
"2347167796","2016-04-22 14:00:00",91,18,"0.3",276,"Nothing"
"2347167796","2016-04-22 15:00:00",91,19,"0.316667",315,"Nothing"
"2347167796","2016-04-22 16:00:00",80,14,"0.233333",184,"Nothing"
"2347167796","2016-04-22 17:00:00",96,20,"0.333333",512,"Nothing"
"2347167796","2016-04-22 18:00:00",116,26,"0.433333",876,"Nothing"
"2347167796","2016-04-22 19:00:00",61,2,"0.033333",13,"Nothing"
"2347167796","2016-04-22 20:00:00",67,5,"0.083333",79,"Nothing"
"2347167796","2016-04-22 21:00:00",59,0,"0",0,"Nothing"
"2347167796","2016-04-22 22:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-22 23:00:00",60,2,"0.033333",22,"Nothing"
"2347167796","2016-04-23 12:00:00",131,0,"0",0,"Nothing"
"2347167796","2016-04-23 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-23 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-23 03:00:00",58,1,"0.016667",4,"Nothing"
"2347167796","2016-04-23 04:00:00",56,0,"0",0,"Nothing"
"2347167796","2016-04-23 05:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-23 06:00:00",59,2,"0.033333",18,"Nothing"
"2347167796","2016-04-23 07:00:00",72,7,"0.116667",150,"Nothing"
"2347167796","2016-04-23 08:00:00",301,105,"1.75",4214,"Very Light"
"2347167796","2016-04-23 09:00:00",90,13,"0.216667",522,"Nothing"
"2347167796","2016-04-23 10:00:00",119,27,"0.45",825,"Nothing"
"2347167796","2016-04-23 11:00:00",218,53,"0.883333",2143,"Just Noticeable"
"2347167796","2016-04-24 00:00:00",57,36,"0.6",1056,"Just Noticeable"
"2347167796","2016-04-23 13:00:00",211,72,"1.2",1908,"Very Light"
"2347167796","2016-04-23 14:00:00",106,18,"0.3",121,"Nothing"
"2347167796","2016-04-23 15:00:00",71,8,"0.133333",99,"Nothing"
"2347167796","2016-04-23 16:00:00",90,12,"0.2",468,"Nothing"
"2347167796","2016-04-23 17:00:00",147,38,"0.633333",1139,"Just Noticeable"
"2347167796","2016-04-23 18:00:00",135,27,"0.45",1267,"Nothing"
"2347167796","2016-04-23 19:00:00",109,23,"0.383333",323,"Nothing"
"2347167796","2016-04-23 20:00:00",157,33,"0.55",1603,"Just Noticeable"
"2347167796","2016-04-23 21:00:00",87,14,"0.233333",225,"Nothing"
"2347167796","2016-04-23 22:00:00",114,29,"0.483333",713,"Nothing"
"2347167796","2016-04-23 23:00:00",69,8,"0.133333",103,"Nothing"
"2347167796","2016-04-24 12:00:00",71,0,"0",0,"Nothing"
"2347167796","2016-04-24 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-24 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-24 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-24 04:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-24 05:00:00",56,0,"0",0,"Nothing"
"2347167796","2016-04-24 06:00:00",58,1,"0.016667",7,"Nothing"
"2347167796","2016-04-24 07:00:00",83,12,"0.2",324,"Nothing"
"2347167796","2016-04-24 08:00:00",133,32,"0.533333",1151,"Just Noticeable"
"2347167796","2016-04-24 09:00:00",103,24,"0.4",459,"Nothing"
"2347167796","2016-04-24 10:00:00",129,26,"0.433333",804,"Nothing"
"2347167796","2016-04-24 11:00:00",148,36,"0.6",1178,"Just Noticeable"
"2347167796","2016-04-25 00:00:00",56,7,"0.116667",82,"Nothing"
"2347167796","2016-04-24 13:00:00",135,29,"0.483333",973,"Nothing"
"2347167796","2016-04-24 14:00:00",89,17,"0.283333",256,"Nothing"
"2347167796","2016-04-24 15:00:00",95,15,"0.25",211,"Nothing"
"2347167796","2016-04-24 16:00:00",79,8,"0.133333",100,"Nothing"
"2347167796","2016-04-24 17:00:00",82,11,"0.183333",166,"Nothing"
"2347167796","2016-04-24 18:00:00",125,35,"0.583333",738,"Just Noticeable"
"2347167796","2016-04-24 19:00:00",180,49,"0.816667",1835,"Just Noticeable"
"2347167796","2016-04-24 20:00:00",117,31,"0.516667",697,"Just Noticeable"
"2347167796","2016-04-24 21:00:00",106,27,"0.45",490,"Nothing"
"2347167796","2016-04-24 22:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-24 23:00:00",56,0,"0",0,"Nothing"
"2347167796","2016-04-25 12:00:00",107,0,"0",0,"Nothing"
"2347167796","2016-04-25 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-25 02:00:00",58,1,"0.016667",10,"Nothing"
"2347167796","2016-04-25 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-25 04:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-25 05:00:00",58,1,"0.016667",6,"Nothing"
"2347167796","2016-04-25 06:00:00",61,2,"0.033333",16,"Nothing"
"2347167796","2016-04-25 07:00:00",87,14,"0.233333",284,"Nothing"
"2347167796","2016-04-25 08:00:00",127,28,"0.466667",1111,"Nothing"
"2347167796","2016-04-25 09:00:00",81,11,"0.183333",252,"Nothing"
"2347167796","2016-04-25 10:00:00",81,14,"0.233333",197,"Nothing"
"2347167796","2016-04-25 11:00:00",72,7,"0.116667",152,"Nothing"
"2347167796","2016-04-26 00:00:00",57,20,"0.333333",787,"Nothing"
"2347167796","2016-04-25 13:00:00",73,8,"0.133333",129,"Nothing"
"2347167796","2016-04-25 14:00:00",83,15,"0.25",141,"Nothing"
"2347167796","2016-04-25 15:00:00",83,15,"0.25",208,"Nothing"
"2347167796","2016-04-25 16:00:00",75,10,"0.166667",120,"Nothing"
"2347167796","2016-04-25 17:00:00",82,16,"0.266667",185,"Nothing"
"2347167796","2016-04-25 18:00:00",210,67,"1.116667",2882,"Very Light"
"2347167796","2016-04-25 19:00:00",202,65,"1.083333",1953,"Very Light"
"2347167796","2016-04-25 20:00:00",100,23,"0.383333",429,"Nothing"
"2347167796","2016-04-25 21:00:00",77,10,"0.166667",165,"Nothing"
"2347167796","2016-04-25 22:00:00",92,17,"0.283333",455,"Nothing"
"2347167796","2016-04-25 23:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 12:00:00",86,0,"0",0,"Nothing"
"2347167796","2016-04-26 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 04:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 05:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-26 06:00:00",74,8,"0.133333",178,"Nothing"
"2347167796","2016-04-26 07:00:00",72,7,"0.116667",102,"Nothing"
"2347167796","2016-04-26 08:00:00",118,26,"0.433333",909,"Nothing"
"2347167796","2016-04-26 09:00:00",81,11,"0.183333",299,"Nothing"
"2347167796","2016-04-26 10:00:00",79,13,"0.216667",138,"Nothing"
"2347167796","2016-04-26 11:00:00",85,12,"0.2",317,"Nothing"
"2347167796","2016-04-27 00:00:00",57,14,"0.233333",322,"Nothing"
"2347167796","2016-04-26 13:00:00",130,29,"0.483333",1251,"Nothing"
"2347167796","2016-04-26 14:00:00",81,11,"0.183333",236,"Nothing"
"2347167796","2016-04-26 15:00:00",63,1,"0.016667",15,"Nothing"
"2347167796","2016-04-26 16:00:00",70,7,"0.116667",101,"Nothing"
"2347167796","2016-04-26 17:00:00",64,3,"0.05",28,"Nothing"
"2347167796","2016-04-26 18:00:00",143,37,"0.616667",1347,"Just Noticeable"
"2347167796","2016-04-26 19:00:00",92,19,"0.316667",293,"Nothing"
"2347167796","2016-04-26 20:00:00",82,14,"0.233333",179,"Nothing"
"2347167796","2016-04-26 21:00:00",80,12,"0.2",233,"Nothing"
"2347167796","2016-04-26 22:00:00",62,3,"0.05",32,"Nothing"
"2347167796","2016-04-26 23:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 12:00:00",92,0,"0",0,"Nothing"
"2347167796","2016-04-27 01:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 04:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 05:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-27 06:00:00",60,2,"0.033333",20,"Nothing"
"2347167796","2016-04-27 07:00:00",76,9,"0.15",169,"Nothing"
"2347167796","2016-04-27 08:00:00",106,18,"0.3",792,"Nothing"
"2347167796","2016-04-27 09:00:00",79,9,"0.15",239,"Nothing"
"2347167796","2016-04-27 10:00:00",88,17,"0.283333",338,"Nothing"
"2347167796","2016-04-27 11:00:00",82,14,"0.233333",212,"Nothing"
"2347167796","2016-04-28 00:00:00",58,15,"0.25",483,"Nothing"
"2347167796","2016-04-27 13:00:00",83,14,"0.233333",267,"Nothing"
"2347167796","2016-04-27 14:00:00",114,25,"0.416667",754,"Nothing"
"2347167796","2016-04-27 15:00:00",84,15,"0.25",184,"Nothing"
"2347167796","2016-04-27 16:00:00",83,13,"0.216667",220,"Nothing"
"2347167796","2016-04-27 17:00:00",95,24,"0.4",255,"Nothing"
"2347167796","2016-04-27 18:00:00",148,36,"0.6",1500,"Just Noticeable"
"2347167796","2016-04-27 19:00:00",297,117,"1.95",4359,"Very Light"
"2347167796","2016-04-27 20:00:00",145,36,"0.6",1204,"Just Noticeable"
"2347167796","2016-04-27 21:00:00",94,21,"0.35",315,"Nothing"
"2347167796","2016-04-27 22:00:00",68,5,"0.083333",112,"Nothing"
"2347167796","2016-04-27 23:00:00",59,1,"0.016667",0,"Nothing"
"2347167796","2016-04-28 12:00:00",84,1,"0.016667",10,"Nothing"
"2347167796","2016-04-28 01:00:00",56,0,"0",0,"Nothing"
"2347167796","2016-04-28 02:00:00",61,3,"0.05",18,"Nothing"
"2347167796","2016-04-28 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-28 04:00:00",56,0,"0",0,"Nothing"
"2347167796","2016-04-28 05:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-28 06:00:00",77,9,"0.15",228,"Nothing"
"2347167796","2016-04-28 07:00:00",60,1,"0.016667",20,"Nothing"
"2347167796","2016-04-28 08:00:00",145,34,"0.566667",1264,"Just Noticeable"
"2347167796","2016-04-28 09:00:00",77,10,"0.166667",138,"Nothing"
"2347167796","2016-04-28 10:00:00",69,4,"0.066667",123,"Nothing"
"2347167796","2016-04-28 11:00:00",96,20,"0.333333",481,"Nothing"
"2347167796","2016-04-29 00:00:00",57,13,"0.216667",313,"Nothing"
"2347167796","2016-04-28 13:00:00",78,11,"0.183333",194,"Nothing"
"2347167796","2016-04-28 14:00:00",86,14,"0.233333",326,"Nothing"
"2347167796","2016-04-28 15:00:00",89,17,"0.283333",283,"Nothing"
"2347167796","2016-04-28 16:00:00",80,14,"0.233333",174,"Nothing"
"2347167796","2016-04-28 17:00:00",79,13,"0.216667",178,"Nothing"
"2347167796","2016-04-28 18:00:00",127,25,"0.416667",1067,"Nothing"
"2347167796","2016-04-28 19:00:00",71,8,"0.133333",69,"Nothing"
"2347167796","2016-04-28 20:00:00",79,13,"0.216667",130,"Nothing"
"2347167796","2016-04-28 21:00:00",67,5,"0.083333",43,"Nothing"
"2347167796","2016-04-28 22:00:00",90,14,"0.233333",380,"Nothing"
"2347167796","2016-04-28 23:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-29 01:00:00",58,1,"0.016667",8,"Nothing"
"2347167796","2016-04-29 02:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-29 03:00:00",57,0,"0",0,"Nothing"
"2347167796","2016-04-29 04:00:00",59,1,"0.016667",17,"Nothing"
"2347167796","2016-04-29 05:00:00",57,0,"0",0,"Nothing"
"2873212765","2016-04-12 12:00:00",151,0,"0",0,"Nothing"
"2873212765","2016-04-12 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-12 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-12 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-12 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-12 05:00:00",94,28,"0.466667",306,"Nothing"
"2873212765","2016-04-12 06:00:00",63,8,"0.133333",17,"Nothing"
"2873212765","2016-04-12 07:00:00",120,39,"0.65",1373,"Just Noticeable"
"2873212765","2016-04-12 08:00:00",137,43,"0.716667",1150,"Just Noticeable"
"2873212765","2016-04-12 09:00:00",141,49,"0.816667",1025,"Just Noticeable"
"2873212765","2016-04-12 10:00:00",118,35,"0.583333",802,"Just Noticeable"
"2873212765","2016-04-12 11:00:00",71,7,"0.116667",328,"Nothing"
"2873212765","2016-04-13 00:00:00",53,58,"0.966667",1280,"Just Noticeable"
"2873212765","2016-04-12 13:00:00",111,29,"0.483333",637,"Nothing"
"2873212765","2016-04-12 14:00:00",69,9,"0.15",169,"Nothing"
"2873212765","2016-04-12 15:00:00",64,7,"0.116667",95,"Nothing"
"2873212765","2016-04-12 16:00:00",76,12,"0.2",251,"Nothing"
"2873212765","2016-04-12 17:00:00",70,12,"0.2",93,"Nothing"
"2873212765","2016-04-12 18:00:00",123,40,"0.666667",737,"Just Noticeable"
"2873212765","2016-04-12 19:00:00",75,12,"0.2",255,"Nothing"
"2873212765","2016-04-12 20:00:00",74,13,"0.216667",259,"Nothing"
"2873212765","2016-04-12 21:00:00",57,3,"0.05",19,"Nothing"
"2873212765","2016-04-12 22:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-12 23:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-13 12:00:00",134,0,"0",0,"Nothing"
"2873212765","2016-04-13 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-13 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-13 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-13 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-13 05:00:00",87,24,"0.4",321,"Nothing"
"2873212765","2016-04-13 06:00:00",79,15,"0.25",203,"Nothing"
"2873212765","2016-04-13 07:00:00",98,20,"0.333333",840,"Nothing"
"2873212765","2016-04-13 08:00:00",122,39,"0.65",873,"Just Noticeable"
"2873212765","2016-04-13 09:00:00",133,47,"0.783333",632,"Just Noticeable"
"2873212765","2016-04-13 10:00:00",118,38,"0.633333",364,"Just Noticeable"
"2873212765","2016-04-13 11:00:00",93,15,"0.25",550,"Nothing"
"2873212765","2016-04-14 00:00:00",53,46,"0.766667",803,"Just Noticeable"
"2873212765","2016-04-13 13:00:00",121,32,"0.533333",851,"Just Noticeable"
"2873212765","2016-04-13 14:00:00",70,9,"0.15",228,"Nothing"
"2873212765","2016-04-13 15:00:00",87,17,"0.283333",354,"Nothing"
"2873212765","2016-04-13 16:00:00",82,20,"0.333333",265,"Nothing"
"2873212765","2016-04-13 17:00:00",101,32,"0.533333",469,"Just Noticeable"
"2873212765","2016-04-13 18:00:00",80,17,"0.283333",312,"Nothing"
"2873212765","2016-04-13 19:00:00",73,14,"0.233333",146,"Nothing"
"2873212765","2016-04-13 20:00:00",68,10,"0.166667",105,"Nothing"
"2873212765","2016-04-13 21:00:00",57,3,"0.05",5,"Nothing"
"2873212765","2016-04-13 22:00:00",81,19,"0.316667",230,"Nothing"
"2873212765","2016-04-13 23:00:00",58,3,"0.05",67,"Nothing"
"2873212765","2016-04-14 12:00:00",84,0,"0",0,"Nothing"
"2873212765","2016-04-14 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 05:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 06:00:00",77,16,"0.266667",224,"Nothing"
"2873212765","2016-04-14 07:00:00",123,33,"0.55",1123,"Just Noticeable"
"2873212765","2016-04-14 08:00:00",119,43,"0.716667",544,"Just Noticeable"
"2873212765","2016-04-14 09:00:00",121,28,"0.466667",871,"Nothing"
"2873212765","2016-04-14 10:00:00",114,25,"0.416667",1403,"Nothing"
"2873212765","2016-04-14 11:00:00",77,10,"0.166667",318,"Nothing"
"2873212765","2016-04-15 00:00:00",53,16,"0.266667",291,"Nothing"
"2873212765","2016-04-14 13:00:00",104,29,"0.483333",568,"Nothing"
"2873212765","2016-04-14 14:00:00",92,19,"0.316667",531,"Nothing"
"2873212765","2016-04-14 15:00:00",97,17,"0.283333",742,"Nothing"
"2873212765","2016-04-14 16:00:00",54,1,"0.016667",26,"Nothing"
"2873212765","2016-04-14 17:00:00",87,20,"0.333333",366,"Nothing"
"2873212765","2016-04-14 18:00:00",98,29,"0.483333",450,"Nothing"
"2873212765","2016-04-14 19:00:00",74,14,"0.233333",198,"Nothing"
"2873212765","2016-04-14 20:00:00",77,19,"0.316667",123,"Nothing"
"2873212765","2016-04-14 21:00:00",73,12,"0.2",132,"Nothing"
"2873212765","2016-04-14 22:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-14 23:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 12:00:00",130,0,"0",0,"Nothing"
"2873212765","2016-04-15 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 05:00:00",92,27,"0.45",302,"Nothing"
"2873212765","2016-04-15 06:00:00",95,29,"0.483333",247,"Nothing"
"2873212765","2016-04-15 07:00:00",110,26,"0.433333",1031,"Nothing"
"2873212765","2016-04-15 08:00:00",104,24,"0.4",649,"Nothing"
"2873212765","2016-04-15 09:00:00",117,34,"0.566667",727,"Just Noticeable"
"2873212765","2016-04-15 10:00:00",109,33,"0.55",562,"Just Noticeable"
"2873212765","2016-04-15 11:00:00",99,20,"0.333333",636,"Nothing"
"2873212765","2016-04-16 00:00:00",53,43,"0.716667",899,"Just Noticeable"
"2873212765","2016-04-15 13:00:00",106,25,"0.416667",665,"Nothing"
"2873212765","2016-04-15 14:00:00",125,40,"0.666667",754,"Just Noticeable"
"2873212765","2016-04-15 15:00:00",97,27,"0.45",312,"Nothing"
"2873212765","2016-04-15 16:00:00",112,31,"0.516667",666,"Just Noticeable"
"2873212765","2016-04-15 17:00:00",76,16,"0.266667",128,"Nothing"
"2873212765","2016-04-15 18:00:00",91,27,"0.45",241,"Nothing"
"2873212765","2016-04-15 19:00:00",71,11,"0.183333",179,"Nothing"
"2873212765","2016-04-15 20:00:00",95,27,"0.45",378,"Nothing"
"2873212765","2016-04-15 21:00:00",66,8,"0.133333",106,"Nothing"
"2873212765","2016-04-15 22:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-15 23:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 12:00:00",115,0,"0",0,"Nothing"
"2873212765","2016-04-16 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 05:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 06:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-16 07:00:00",287,99,"1.65",2650,"Very Light"
"2873212765","2016-04-16 08:00:00",202,63,"1.05",1999,"Very Light"
"2873212765","2016-04-16 09:00:00",73,12,"0.2",252,"Nothing"
"2873212765","2016-04-16 10:00:00",79,17,"0.283333",194,"Nothing"
"2873212765","2016-04-16 11:00:00",93,28,"0.466667",326,"Nothing"
"2873212765","2016-04-17 00:00:00",82,33,"0.55",712,"Just Noticeable"
"2873212765","2016-04-16 13:00:00",54,1,"0.016667",0,"Nothing"
"2873212765","2016-04-16 14:00:00",103,25,"0.416667",590,"Nothing"
"2873212765","2016-04-16 15:00:00",135,32,"0.533333",1196,"Just Noticeable"
"2873212765","2016-04-16 16:00:00",83,19,"0.316667",292,"Nothing"
"2873212765","2016-04-16 17:00:00",101,28,"0.466667",578,"Nothing"
"2873212765","2016-04-16 18:00:00",75,13,"0.216667",204,"Nothing"
"2873212765","2016-04-16 19:00:00",90,24,"0.4",324,"Nothing"
"2873212765","2016-04-16 20:00:00",95,30,"0.5",141,"Just Noticeable"
"2873212765","2016-04-16 21:00:00",70,11,"0.183333",109,"Nothing"
"2873212765","2016-04-16 22:00:00",64,7,"0.116667",103,"Nothing"
"2873212765","2016-04-16 23:00:00",60,6,"0.1",7,"Nothing"
"2873212765","2016-04-17 12:00:00",56,18,"0.3",276,"Nothing"
"2873212765","2016-04-17 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 05:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 06:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 07:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 08:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 09:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 10:00:00",62,6,"0.1",94,"Nothing"
"2873212765","2016-04-17 11:00:00",54,1,"0.016667",8,"Nothing"
"2873212765","2016-04-18 00:00:00",53,2,"0.033333",29,"Nothing"
"2873212765","2016-04-17 13:00:00",120,42,"0.7",1079,"Just Noticeable"
"2873212765","2016-04-17 14:00:00",94,28,"0.466667",273,"Nothing"
"2873212765","2016-04-17 15:00:00",65,8,"0.133333",83,"Nothing"
"2873212765","2016-04-17 16:00:00",58,4,"0.066667",31,"Nothing"
"2873212765","2016-04-17 17:00:00",79,19,"0.316667",169,"Nothing"
"2873212765","2016-04-17 18:00:00",70,10,"0.166667",172,"Nothing"
"2873212765","2016-04-17 19:00:00",82,22,"0.366667",163,"Nothing"
"2873212765","2016-04-17 20:00:00",70,13,"0.216667",93,"Nothing"
"2873212765","2016-04-17 21:00:00",58,3,"0.05",54,"Nothing"
"2873212765","2016-04-17 22:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-17 23:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 12:00:00",148,0,"0",0,"Nothing"
"2873212765","2016-04-18 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 05:00:00",78,17,"0.283333",240,"Nothing"
"2873212765","2016-04-18 06:00:00",75,12,"0.2",163,"Nothing"
"2873212765","2016-04-18 07:00:00",111,30,"0.5",1215,"Just Noticeable"
"2873212765","2016-04-18 08:00:00",151,41,"0.683333",1325,"Just Noticeable"
"2873212765","2016-04-18 09:00:00",123,38,"0.633333",746,"Just Noticeable"
"2873212765","2016-04-18 10:00:00",103,21,"0.35",850,"Nothing"
"2873212765","2016-04-18 11:00:00",74,9,"0.15",322,"Nothing"
"2873212765","2016-04-19 00:00:00",53,51,"0.85",1053,"Just Noticeable"
"2873212765","2016-04-18 13:00:00",110,26,"0.433333",661,"Nothing"
"2873212765","2016-04-18 14:00:00",65,8,"0.133333",65,"Nothing"
"2873212765","2016-04-18 15:00:00",73,9,"0.15",217,"Nothing"
"2873212765","2016-04-18 16:00:00",78,16,"0.266667",268,"Nothing"
"2873212765","2016-04-18 17:00:00",78,19,"0.316667",178,"Nothing"
"2873212765","2016-04-18 18:00:00",71,13,"0.216667",160,"Nothing"
"2873212765","2016-04-18 19:00:00",63,7,"0.116667",85,"Nothing"
"2873212765","2016-04-18 20:00:00",68,9,"0.15",214,"Nothing"
"2873212765","2016-04-18 21:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 22:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-18 23:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-19 12:00:00",134,0,"0",0,"Nothing"
"2873212765","2016-04-19 01:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-19 02:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-19 03:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-19 04:00:00",53,0,"0",0,"Nothing"
"2873212765","2016-04-19 05:00:00",81,19,"0.316667",207,"Nothing"
"2873212765","2016-04-19 06:00:00",66,8,"0.133333",114,"Nothing"
"2873212765","2016-04-19 07:00:00",88,17,"0.283333",856,"Nothing"
"2873212765","2016-04-19 08:00:00",142,39,"0.65",1328,"Just Noticeable"
"2873212765","2016-04-19 09:00:00",109,32,"0.533333",651,"Just Noticeable"
"2873212765","2016-04-19 10:00:00",129,41,"0.683333",885,"Just Noticeable"
